sample_id,st,zp,alpha_z,beta_z,alpha_m,m_max,delta_m,m_min,lambda_peak,mu_m,sigma_m,beta_q
pop05213_sample00010,20480,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00011,22528,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00012,24576,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00013,26624,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00014,28672,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00015,30720,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00016,32768,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00017,34816,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00018,36864,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00019,38912,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00020,40960,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00021,43008,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05213_sample00022,45056,2.156192234,2.465711649,2.887267051,3.02907556,67.00130652,1.889646425,6.852381911,0.057847379,33.29367793,3.525803187,-0.346139621
pop05214_sample00000,0,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00001,2048,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00002,4096,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00003,6144,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00004,8192,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00005,10240,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00006,12288,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00007,14336,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00008,16384,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00009,18432,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00010,20480,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00011,22528,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00012,24576,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00013,26624,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00014,28672,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00015,30720,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00016,32768,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00017,34816,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00018,36864,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00019,38912,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00020,40960,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00021,43008,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05214_sample00022,45056,1.793755142,3.009367288,2.150831632,3.263257808,16.51360087,2.76976866,4.646340919,0.048945514,35.3738121,3.531023611,0.413599921
pop05215_sample00000,0,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00001,2048,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00002,4096,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00003,6144,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00004,8192,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00005,10240,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00006,12288,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00007,14336,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00008,16384,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00009,18432,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00010,20480,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00011,22528,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00012,24576,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00013,26624,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00014,28672,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00015,30720,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00016,32768,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00017,34816,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00018,36864,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00019,38912,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00020,40960,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00021,43008,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05215_sample00022,45056,2.008211377,2.687682935,2.436516975,3.269713257,19.68781797,9.952806071,9.407344709,0.038138087,34.51783827,3.564167134,-3.439388957
pop05216_sample00000,0,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00001,2048,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00002,4096,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00003,6144,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00004,8192,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00005,10240,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00006,12288,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00007,14336,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00008,16384,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00009,18432,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00010,20480,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00011,22528,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00012,24576,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00013,26624,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00014,28672,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00015,30720,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00016,32768,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00017,34816,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00018,36864,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00019,38912,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00020,40960,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00021,43008,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05216_sample00022,45056,1.844573501,2.933139748,2.190712486,3.430351016,68.23315221,4.168598202,4.160490088,0.034675212,33.70058858,3.534493831,4.180168992
pop05217_sample00000,0,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00001,2048,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00002,4096,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00003,6144,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00004,8192,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00005,10240,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00006,12288,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00007,14336,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00008,16384,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00009,18432,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00010,20480,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00011,22528,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00012,24576,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00013,26624,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00014,28672,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00015,30720,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00016,32768,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00017,34816,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00018,36864,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00019,38912,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00020,40960,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00021,43008,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05217_sample00022,45056,2.142369937,2.486445094,2.831623358,3.048804999,78.01906609,5.017085305,7.197564141,0.027621081,34.28047236,3.559895294,0.17130359
pop05218_sample00000,0,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00001,2048,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00002,4096,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00003,6144,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00004,8192,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00005,10240,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00006,12288,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00007,14336,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00008,16384,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00009,18432,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00010,20480,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00011,22528,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00012,24576,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00013,26624,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00014,28672,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00015,30720,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00016,32768,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00017,34816,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00018,36864,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00019,38912,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00020,40960,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00021,43008,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05218_sample00022,45056,1.628331252,3.257503121,2.118551333,3.120222782,38.93947372,7.69696751,5.967416182,0.050245603,34.07458906,3.575202344,0.288606417
pop05219_sample00000,0,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00001,2048,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00002,4096,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00003,6144,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00004,8192,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00005,10240,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00006,12288,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00007,14336,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00008,16384,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00009,18432,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00010,20480,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00011,22528,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00012,24576,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00013,26624,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00014,28672,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00015,30720,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00016,32768,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00017,34816,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00018,36864,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00019,38912,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00020,40960,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00021,43008,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05219_sample00022,45056,1.458457987,3.512313019,2.241259553,3.203269157,54.0705759,6.364155853,4.13338762,0.024497009,35.29300353,3.584781737,0.760472471
pop05220_sample00000,0,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00001,2048,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00002,4096,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00003,6144,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00004,8192,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00005,10240,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00006,12288,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00007,14336,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00008,16384,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00009,18432,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00010,20480,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00011,22528,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00012,24576,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00013,26624,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00014,28672,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00015,30720,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00016,32768,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00017,34816,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00018,36864,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00019,38912,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00020,40960,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00021,43008,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05220_sample00022,45056,1.699929397,3.150105904,2.114800907,3.432920738,95.11402285,8.414206919,3.510830366,0.022455748,34.28385408,3.531440544,2.673750763
pop05221_sample00000,0,1.874308665,2.888537003,2.221242915,3.469441658,95.0989206,4.864334586,9.652496994,0.024193147,34.26626886,3.579350309,-2.970470074
pop05221_sample00001,2048,1.874308665,2.888537003,2.221242915,3.469441658,95.0989206,4.864334586,9.652496994,0.024193147,34.26626886,3.579350309,-2.970470074
